"Name","Location","Type","Data Type","EOL Comment"
"torque_loss_from_ign_retard","400023f2","Data Label","u16_torque_nm",""
"spark_retard_for_torque_loss","400023f4","Data Label","i16_angle_1/4deg","Spark retard for torque loss. Log to follow the ECU torque estimate and any torque limiting. (deg; raw/4)"
"ign_comp_torque_reduction_unclipped","400023f6","Data Label","u16_angle_1/4deg",""
"intermediate_calc1","400023f8","Data Label","undefined2",""
"torque_limit_internal","400023fa","Data Label","u16_torque_nm","Torque limit internal. Log to follow the ECU torque estimate and any torque limiting. (Nm)"
"torque_limit_external_and_internal","400023fc","Data Label","u16_torque_nm","Torque limit external and internal. Log to follow the ECU torque estimate and any torque limiting. (Nm)"
"nonfiring_cyl_count","400023fe","Data Label","u8_count",""
"torque_limit_output_clamp_flags","400023ff","Data Label","undefined1",""
"torque_tps_limit_delay_timer","40002400","Data Label","u8_time_10ms",""
"tcu_torque_limit_onset_latch","40002401","Data Label","bool",""
"torque_request_cruise_active","40002402","Data Label","bool",""
"brake_timer2","40002403","Data Label","u8_time_10ms",""
"runaway_protection_timeout_unknown","40002404","Data Label","u8_time_10ms",""
"ign_adv_sum_firing_cyl","40002406","Data Label","i16_angle_1/4deg","Ignition advance sum firing cylinder. Log spark advance to confirm the timing strategy and headroom to knock. (deg; raw/4)"
"torque_external_min_adder","40002408","Data Label","u16_torque_nm","Torque external min adder. Log to follow the ECU torque estimate and any torque limiting. (Nm)"
"torque_external_request_final","4000240a","Data Label","u16_torque_nm","Torque external request final. Log to follow the ECU torque estimate and any torque limiting. (Nm)"
"torque_engine_friction_accessory","4000240c","Data Label","undefined2",""
"torque_engine_friction_comp_engine_speed","4000240e","Data Label","u8_factor_1/255","Torque engine friction compensation engine speed. Log to follow the ECU torque estimate and any torque limiting. (0-1; raw/255)"
"torque_engine_friction_speed_component","40002410","Data Label","u16_torque_nm","Torque engine friction speed component. Log to follow the ECU torque estimate and any torque limiting. (Nm)"
"torque_limit_tps_accumulator","40002414","Data Label","uint32_t",""
"ac_compressor_state","40002419","Data Label","enum_ac_compressor_state","A/C compressor state. Log to see A/C clutch engagement and its load/idle impact."
"obd_ii_ac_clutch_relay","4000241a","Data Label","undefined1",""
"ac_compressor_load","4000241c","Data Label","undefined2",""
"ac_inhibit_flags","4000241e","Data Label","undefined2",""
"ac_tps_inhibit_timer","40002423","Data Label","u8_time_100ms","A/C throttle position inhibit timer. Log to see throttle/pedal demand and throttle response. (ms; raw*100)"
"ac_clutch_input","40002424","Data Label","bool","A/C clutch input. Log to see A/C clutch engagement and its load/idle impact."
"ac_button_requested","40002425","Data Label","bool","A/C button requested. Log to see A/C clutch engagement and its load/idle impact."
"ac_compressor_ign_compensation_active","40002426","Data Label","bool","A/C compressor ignition compensation active. Log spark advance to confirm the timing strategy and headroom to knock."
"ac_evap_temp_delta","40002438","Data Label","u16_temp_1/10C","A/C EVAP temperature delta. Log to see A/C clutch engagement and its load/idle impact. (deg C; raw/10)"
"ac_compressor_dc","4000243c","Data Label","undefined2",""
"ac_fan_startup_hold_timer","4000243e","Data Label","u16_time_100ms","A/C fan startup hold timer. Log to see A/C clutch engagement and its load/idle impact. (ms; raw*100)"
"ac_clutch_engage_request","4000244e","Data Label","bool","A/C clutch engage request. Log to see A/C clutch engagement and its load/idle impact."
"ac_evap_pid_update_period","4000244f","Data Label","u8_time_5ms",""
"ac_compressor_load_power","40002452","Data Label","undefined2",""
"ac_rpm_inhibit_delay_timer","40002456","Data Label","u8_time_100ms","A/C RPM inhibit delay timer. Log to see A/C clutch engagement and its load/idle impact. (ms; raw*100)"
"tps_error_flags_snapshot","40002478","Data Label","undefined1",""
"tps_sensor_fault_active","40002479","Data Label","bool","Throttle position sensor fault active. Log to see throttle/pedal demand and throttle response."
"tps_feedback_position","4000247a","Data Label","undefined2",""
"tps_system_state","400024a8","Data Label","uint16_t","Throttle position system state. Log to see throttle/pedal demand and throttle response."
"accel_pedal_track_d_selected","400024aa","Data Label","bool","Accelerator pedal track d selected. Runtime state -- log to observe this behavior."
"coding_cmd","400024b0","Data Label","uint8_t","Coding cmd. Internal/infrastructure state -- not a typical data-logging channel."
"coding_cmd_inline_buf","400024b8","Data Label","undefined",""
"bootloader_can_diag_write_ptr","400024c0","Data Label","undefined2",""
"bootloader_can_diag_read_ptr","400024c2","Data Label","undefined2",""
"bootloader_can_arb_id","400024c4","Data Label","undefined2",""
"eeprom_update_flags","400024ce","Data Label","undefined1",""
"prog_version_mismatch","400024cf","Data Label","bool","Prog version mismatch. Internal/infrastructure state -- not a typical data-logging channel."
"vin_type","400024d0","Data Label","enum_vin_type","VIN type. Runtime state -- log to observe this behavior."
"vin_assigned_mask","400024d4","Data Label","undefined4",""
"revlimit_state_flags","400024d8","Data Label","undefined2",""
"revlimit_rpm_error","400024da","Data Label","u16_rspeed_rpm","Revlimit RPM error. Log to confirm where and how the rev limiter intervenes. (RPM)"
"revlimit_tps_target","400024dc","Data Label","undefined2",""
"revlimit_tps_target","400024de","Data Label","undefined2",""
"revlimit_flow_setpoint","400024e0","Data Label","u16_flow_10mg/s","Revlimit flow setpoint. Log to confirm where and how the rev limiter intervenes. (mg/s; raw*10)"
"revlimit_hard_exit_rpm","400024e4","Data Label","u16_rspeed_rpm","Revlimit hard exit RPM. Log to confirm where and how the rev limiter intervenes. (RPM)"
"revlimit_hard","400024e6","Data Label","u16_rspeed_rpm","Hard rev-limit RPM. Log to confirm the hard cut point. (RPM)"
"ips_enforce_speed_limit","400024e8","Data Label","bool","IPS enforce speed limit. Log to follow IPS automated-manual shift behavior."
"ips_throttle_restrict","400024ea","Data Label","uint8_t","IPS throttle restrict. Log to follow IPS automated-manual shift behavior."
"revlimit_soft_rpm","400024ec","Data Label","u16_rspeed_rpm","Soft rev-limit RPM (where intervention begins). Log to see the limiter ramp in."
"rev_limit_after_timer_expiration","400024ee","Data Label","u16_rspeed_rpm","Rev limit after timer expiration. Log RPM -- the key reference axis for nearly every other channel. (RPM)"
"limp_mode_active","400024f0","Data Label","bool","Flag: ECU is in limp/limited mode. Log it -- immediately explains power loss."
"revlimit_escalation_integrator","400024f2","Data Label","undefined2",""
"revlimit_flow_correction_p","400024f6","Data Label","u16_flow_10mg/s","Revlimit flow correction p. Log to confirm where and how the rev limiter intervenes. (mg/s; raw*10)"
"revlimit_flow_correction_i","400024f8","Data Label","u16_flow_10mg/s","Revlimit flow correction i. Log to confirm where and how the rev limiter intervenes. (mg/s; raw*10)"
"revlimit_flow_correction_d","400024fa","Data Label","u16_flow_10mg/s","Revlimit flow correction d. Log to confirm where and how the rev limiter intervenes. (mg/s; raw*10)"
"revlimit_flow_base","40002500","Data Label","u16_flow_10mg/s","Revlimit flow base. Log to confirm where and how the rev limiter intervenes. (mg/s; raw*10)"
"revlimit_i_term_step","40002504","Data Label","undefined2",""
"rpm_speed_estimated_clipped_tomax","40002506","Data Label","u16_rspeed_rpm","RPM speed estimated clipped tomax. Log RPM -- the key reference axis for nearly every other channel. (RPM)"
"revlimit_comp_gear","40002508","Data Label","u8_rspeed_2rpm","Revlimit compensation gear. Log to confirm where and how the rev limiter intervenes. (RPM; raw*2)"
"revlimit_time_above_soft","4000250a","Data Label","u16_time_5ms","Revlimit time above soft. Log to confirm where and how the rev limiter intervenes. (ms; raw*5)"
"rev_limit_max_maf_by_gear","4000250c","Data Label","u8_flow_2g/s",""
"revlimit_max","4000250e","Data Label","u16_rspeed_rpm","Revlimit max. Log to confirm where and how the rev limiter intervenes. (RPM)"
"rpm_speed_estimated","40002510","Data Label","u16_rspeed_rpm","Estimated engine speed. Log to compare against measured RPM. (RPM)"
"tcu_can_status_flags","4000251e","Data Label","undefined2",""
"abs_esp_can_torque_request_flags","40002520","Data Label","undefined2",""
"can_b7_failure_counter","40002527","Data Label","undefined1",""
"engine_power_corrected","40002548","Data Label","undefined2",""
"overrev_rpm_threshold","4000254c","Data Label","undefined2",""
"steering_angle_deadband_ref","40002554","Data Label","u16_angle_1/10deg",""
"steering_excess_ema_state","40002558","Data Label","undefined4",""
"steering_angle_excess_raw","4000255c","Data Label","u16_angle_1/10deg",""
"steering_angle_excess_filtered","4000255e","Data Label","u8_angle_1/10deg",""
"slip_gear_change_holdoff_timer","4000255f","Data Label","undefined1",""
"accel_pedal_applied_timer","40002560","Data Label","u8_time_100ms","Accelerator pedal applied timer. Timer/counter -- log to measure how long a condition persists. (ms; raw*100)"
"gear_mismatch_dwell_timer","40002564","Data Label","uint8_t[6]","Gear mismatch dwell timer. Runtime state -- log to observe this behavior."
"slip_engaged_gear_ips???","4000256a","Data Label","enum_t6e_gear","Slip engaged gear IPS. Log to see wheel slip and traction-control intervention."
"slip_output_suggested_gear???","4000256b","Data Label","enum_t6e_gear","Slip output suggested gear. Log to see wheel slip and traction-control intervention."
"gear_advisory_state","4000256c","Data Label","undefined1",""
"staged_cod_payload","400025a8","Data Label","byte[8]","Staged cod payload. Internal/infrastructure state -- not a typical data-logging channel."
"adc_sample_buffer_secondary","40002614","Data Label","uint16_t[11]","ADC sample buffer secondary. Internal/infrastructure state -- not a typical data-logging channel."
"adc_sample_buffer_primary","40002684","Data Label","uint16_t[45]","ADC sample buffer primary. Internal/infrastructure state -- not a typical data-logging channel."
"adc_dma_dest","400026e0","Data Label","uint16_t[256]","ADC dma dest. Internal/infrastructure state -- not a typical data-logging channel."
"engine_speed_history_500ms","40002ad8","Data Label","u16_rspeed_rpm[4]","Engine speed history 500ms. Log to follow core engine state. (RPM)"
"throttle_target_pos2","40002ae8","Data Label","u16_factor_1/1023[14]",""
"tps_target_history","40002b08","Data Label","u16_factor_1/1023[14]",""
"etpu_elapsed_time","40002b54","Data Label","undefined4",""
"timer_main_start1","40002b58","Data Label","undefined4",""
"timer_main3","40002b5c","Data Label","undefined4",""
"loop_duration_main_ticks_max","40002b60","Data Label","undefined4",""
"loop_duration_main_ticks_max","40002b64","Data Label","undefined4",""
"timer_main_start1","40002b68","Data Label","undefined4",""
"timer_main_start2","40002b6c","Data Label","undefined4",""
"loop_duration_main_pretask_ticks","40002b70","Data Label","undefined4",""
"loop_duration_main_pretask_ticks_max","40002b74","Data Label","undefined4",""
"task_max_execution_time","40002b78","Data Label","uint32_t[12]","Task max execution time. Internal/infrastructure state -- not a typical data-logging channel."
"task_end_timestamps","40002ba8","Data Label","uint32_t[12]","Task end timestamps. Internal/infrastructure state -- not a typical data-logging channel."
"etpu_timestamp_prev_array","40002bd8","Data Label","uint32_t[12]","ETPU timestamp prev array. Internal/infrastructure state -- not a typical data-logging channel."
"map_voltage_buffer","40002c08","Data Label","u16_voltage_5/1023v[32]","MAP voltage buffer. Log the raw sensor voltage to check sensor health and wiring. (V; raw*5/1023)"
"maf_voltage_buffer","40002c48","Data Label","u16_voltage_5/1023v[32]","MAF voltage buffer. Log the raw sensor voltage to check sensor health and wiring. (V; raw*5/1023)"
"tps_error_flags","40002c89","Data Label","undefined1",""
"digital_input_raw_state","40002c98","Data Label","uint8_t[14]","Digital input raw state. Runtime state -- log to observe this behavior."
"digital_input_debounced","40002ca8","Data Label","uint8_t[14]","Digital input debounce state. Runtime state -- log to observe this behavior."
"ign_torque_retard_margin_per_cyl","40002cb8","Data Label","i16_angle_1/4deg[6]","Ignition torque retard margin per cylinder. Log spark advance to confirm the timing strategy and headroom to knock."
"ign_adv_with_torque_retard","40002cc4","Data Label","i16_angle_1/4deg[6]","Ignition advance with torque retard. Log spark advance to confirm the timing strategy and headroom to knock. (deg; raw/4)"
"ign_torque_margin_cyl1","40002cc6","Data Label","i16_angle_1/4deg",""
"ign_torque_margin_cyl2","40002cc8","Data Label","i16_angle_1/4deg",""
"ign_torque_margin_cyl3","40002cca","Data Label","i16_angle_1/4deg",""
"ign_torque_margin_cyl4","40002ccc","Data Label","i16_angle_1/4deg",""
"ign_torque_margin_cyl5","40002cce","Data Label","i16_angle_1/4deg",""
"ign_adv_scheduled_angle","40002cd0","Data Label","int[6]","Ignition advance scheduled angle. Log spark advance to confirm the timing strategy and headroom to knock."
"ign_volt_comp_angle_per_cyl","40002ce8","Data Label","int[6]","Ignition volt compensation angle per cylinder. Log spark advance to confirm the timing strategy and headroom to knock."
"ign_angle_normalized","40002d0c","Data Label","short[6]","Ignition angle normalized. Log spark advance to confirm the timing strategy and headroom to knock."
"LEA_base","40002d40","Data Label","char[32]","T6-V00BU - Learned data#World#Lotus#Evora#2012-2022#MT#48kb#MPC5534#CRP#0x0#T6-V00BU"
"LEA_load_alphaN_trim_factor_X_rpm","40002d60","Data Label","u8_rspeed_125/4+500rpm[16]","X-axis breakpoints for the 'load alphaN learned trim' table. Defines the lookup grid (not a live channel); change only when re-axing the map. (RPM; raw*125/4+500)"
"LEA_load_alphaN_trim_factor_Y_tps","40002d70","Data Label","u8_factor_1/255[16]","Y-axis breakpoints for the 'load alphaN adj' table. Defines the lookup grid (not a live channel); change only when re-axing the map. (0-1; raw/255)"
"LEA_load_alphaN_trim_factor","40002d80","Data Label","u8_factor_1/100[256]","Learned value: load alphaN adj. A value the ECU learns over time -- log it to track adaptation and spot a developing fault. (0-1; raw/100)"
"LEA_load_alphaN_maf_error_correction_X_rpm","40002e80","Data Label","u8_rspeed_125/4+500rpm[16]","X-axis breakpoints for the 'torque torque to throttle position scaling' table. Defines the lookup grid (not a live channel); change only when re-axing the map. (RPM; raw*125/4+500)"
"LEA_load_alphaN_maf_error_correction_Y_load","40002e90","Data Label","u8_load_4mg/stroke[16]","Y-axis breakpoints for the 'torque torque to throttle position scaling' table. Defines the lookup grid (not a live channel); change only when re-axing the map. (mg/stroke; raw*4)"
"LEA_load_alphaN_maf_error_correction","40002ea0","Data Label","u8_factor_1/100[256]","Learned value: torque torque to throttle position scaling. A value the ECU learns over time -- log it to track adaptation and spot a developing fault. (0-1; raw/100)"
"LEA_fuel_learn_zone_2_bank1","40002fa0","Data Label","uint8_t",""
"LEA_fuel_learn_zone_3_bank1","40002fa1","Data Label","uint8_t",""
"LEA_fuel_learn_zone_2_bank2","40002fa2","Data Label","uint8_t","Fuel learn zone 2 bank2. Log to follow fuel delivery and mixture control."
"LEA_fuel_learn_zone_3_bank2","40002fa3","Data Label","uint8_t",""
"LEA_octane_scaler","40002fa4","Data Label","u16_factor_1/65536[6]","Learned value: octane scaler. A value the ECU learns over time -- log it to track adaptation and spot a developing fault. (0-1; raw/65536)"
"LEA_fuel_learn_lean_time_bank1","40002fb0","Data Label","uint16_t",""
"LEA_fuel_learn_lean_time_bank2","40002fb2","Data Label","i16_time_us","Learned value: fuel learn lean time bank2. A value the ECU learns over time -- log it to track adaptation and spot a developing fault. (us)"
"LEA_misfire_baseline","40002fb4","Data Label","uint16_t[6][64]",""
"LEA_obd_ii_idle_learn","400032b4","Data Label","u16_flow_mg/s","Idle learn. Log to diagnose idle quality\, hunting\, and stalls."
"LEA_idle_learn_ac_on","400032b6","Data Label","u16_flow_mg/s",""
"LEA_fuel_learn_zone_cyl1","400032b8","Data Label","uint8_t[153]",""
"LEA_fuel_learn_zone_cyl2","40003352","Data Label","uint8_t[153]",""
"LEA_fuel_learn_zone_cyl3","400033ec","Data Label","uint8_t[153]",""
"LEA_fuel_learn_zone_cyl4","40003486","Data Label","uint8_t[153]",""
"LEA_fuel_learn_zone_cyl5","40003520","Data Label","uint8_t[153]",""
"LEA_fuel_learn_zone_cyl6","400035ba","Data Label","uint8_t[153]",""
"LEA_fuel_learn_trim_cyl1","40003654","Data Label","uint8_t[16]",""
"LEA_fuel_learn_trim_cyl2","40003666","Data Label","uint8_t[16]",""
"LEA_fuel_learn_trim_cyl3","40003678","Data Label","uint8_t[16]",""
"LEA_fuel_learn_trim_cyl4","4000368a","Data Label","uint8_t[16]",""
"LEA_fuel_learn_trim_cyl5","4000369c","Data Label","uint8_t[16]",""
"LEA_fuel_learn_trim_cyl6","400036ae","Data Label","uint8_t[16]",""
"LEA_fuel_learn_unknown_bank1","400036c0","Data Label","uint16_t",""
"LEA_fuel_learn_unknown_bank2","400036c2","Data Label","i16_time_us","Learned value: fuel learn unknown bank2. A value the ECU learns over time -- log it to track adaptation and spot a developing fault. (us)"
"LEA_idle_cold_learning_coolant","400036c4","Data Label","uint16_t",""
"LEA_idle_cold_learning_coolant_ac_on","400036c6","Data Label","u16_flow_mg/s",""
"LEA_fuel_learn_3d_table","400036c8","Data Label","uint16_t[8][8][6]",""
"LEA_time_at_tps","400039c8","Data Label","uint32_t","Time at tps1. Runtime state -- log to observe this behavior."
"LEA_time_at_tps2","400039cc","Data Label","uint32_t","Time at tps2. Runtime state -- log to observe this behavior."
"LEA_time_at_tps3","400039d0","Data Label","uint32_t","Time at tps3. Runtime state -- log to observe this behavior."
"LEA_time_at_tps4","400039d4","Data Label","uint32_t","Time at tps4. Runtime state -- log to observe this behavior."
"LEA_time_at_rpm","400039e8","Data Label","uint32_t","Time at rpm1. Runtime state -- log to observe this behavior."
"LEA_time_at_rpm7","40003a00","Data Label","uint32_t","Time at rpm7. Runtime state -- log to observe this behavior."
"LEA_time_at_kmh1","40003a04","Data Label","uint32_t","Time at kmh1. Runtime state -- log to observe this behavior."
"LEA_time_at_speed","40003a08","Data Label","uint32_t",""
"LEA_time_at_temp","40003a28","Data Label","uint32_t",""
"LEA_engine_run_timer_total","40003a38","Data Label","uint32_t","Engine run timer total. Log to follow core engine state."
"LEA_perf_stat_sentinel_max1","40003a3c","Data Label","uchar",""
"LEA_perf_stat_sentinel_max2","40003a3d","Data Label","uchar",""
"LEA_obd_ii_last_standing_start_0_100kmh","40003a3e","Data Label","uint8_t",""
"LEA_obd_ii_last_standing_start_0_160kmh","40003a3f","Data Label","uint8_t",""
"LEA_number_standing_starts","40003a40","Data Label","uint16_t","Number standing starts. Runtime state -- log to observe this behavior."
"LEA_obd_ii_max_vehicle_speed","40003a42","Data Label","uint16_t","Max vehicle speed. Runtime state -- log to observe this behavior."
"LEA_perf_stat_gear1_hi","40003a4c","Data Label","u16_rspeed_rpm",""
"LEA_perf_stat_gear1_lo","40003a4e","Data Label","u8_temp_5/8-40c",""
"LEA_perf_stat_gear1_val","40003a50","Data Label","u32_time_5ms",""
"LEA_perf_stat_gear2_hi","40003a54","Data Label","u16_rspeed_rpm",""
"LEA_perf_stat_gear2_lo","40003a56","Data Label","u8_temp_5/8-40c",""
"LEA_perf_stat_gear2_val","40003a58","Data Label","u32_time_5ms",""
"LEA_perf_stat_gear3_hi","40003a5c","Data Label","u16_rspeed_rpm",""
"LEA_perf_stat_gear3_lo","40003a5e","Data Label","u8_temp_5/8-40c",""
"LEA_perf_stat_gear3_val","40003a60","Data Label","u32_time_5ms",""
"LEA_perf_stat_gear4_hi","40003a64","Data Label","u16_rspeed_rpm",""
"LEA_perf_stat_gear4_lo","40003a66","Data Label","u8_temp_5/8-40c",""
"LEA_perf_stat_gear4_val","40003a68","Data Label","u32_time_5ms",""
"LEA_perf_stat_gear5_hi","40003a6c","Data Label","u16_rspeed_rpm",""
"LEA_perf_stat_gear5_lo","40003a6e","Data Label","u8_temp_5/8-40c",""
"LEA_perf_stat_gear5_val","40003a70","Data Label","u32_time_5ms",""
"LEA_perf_stat_extra1","40003a74","Data Label","u32_time_5ms",""
"LEA_perf_stat_extra2","40003a78","Data Label","ushort",""
"LEA_tps_fault_bank1_data","40003a7c","Data Label","uint16_t[32]",""
"LEA_tps_fault_bank2_data","40003abc","Data Label","u16_voltage_5/1023v[32]",""
"LEA_tps_fault_sensor_data","40003afc","Data Label","u16_voltage_5/1023v[32]",""
"LEA_tps_fault_trim_data","40003b3c","Data Label","uint16_t[32]",""
"LEA_learned_value_E3C","40003b7c","Data Label","ushort",""
"LEA_learned_value_E3E","40003b7e","Data Label","ushort",""
"LEA_learned_value_E40","40003b80","Data Label","ushort",""
"LEA_learned_value_E42","40003b82","Data Label","ushort",""
"LEA_learned_value_E44","40003b84","Data Label","ushort",""
"LEA_learned_value_E46","40003b86","Data Label","ushort",""
"LEA_learned_value_E48","40003b88","Data Label","ushort",""
"LEA_learned_value_E4A","40003b8a","Data Label","ushort",""
"LEA_learned_value_E4C","40003b8c","Data Label","ushort",""
"LEA_learned_flags_0E4E","40003b8e","Data Label","uchar",""
"LEA_learned_flags_0E4F","40003b8f","Data Label","uchar",""
"LEA_num_low_oil_pressure_events","40003b90","Data Label","uint8_t",""
"LEA_perf_monitor_0","40003b94","Data Label","uint",""
"LEA_perf_monitor_1","40003b98","Data Label","uint",""
"LEA_perf_monitor_2","40003b9c","Data Label","uint",""
"LEA_perf_monitor_3","40003ba0","Data Label","uint",""
"LEA_perf_monitor_4","40003ba4","Data Label","uint",""
"LEA_perf_monitor_5","40003ba8","Data Label","uint32_t","Lifetime distance accumulator (odometer-style)."
"LEA_perf_struct_A_byte0","40003bac","Data Label","uchar",""
"LEA_perf_struct_A_byte1","40003bad","Data Label","u8_speed_kph",""
"LEA_perf_struct_A_word0","40003bae","Data Label","u16_rspeed_rpm",""
"LEA_perf_struct_A_word1","40003bb0","Data Label","ushort",""
"LEA_perf_struct_A_dword","40003bb4","Data Label","u32_time_5ms",""
"LEA_perf_struct_B_byte0","40003bb8","Data Label","uchar",""
"LEA_perf_struct_B_byte1","40003bb9","Data Label","u8_speed_kph",""
"LEA_perf_struct_B_word0","40003bba","Data Label","u16_rspeed_rpm",""
"LEA_perf_struct_B_word1","40003bbc","Data Label","ushort",""
"LEA_perf_struct_B_dword","40003bc0","Data Label","u32_time_5ms",""
"LEA_perf_struct_C_byte0","40003bc4","Data Label","uchar",""
"LEA_perf_struct_C_byte1","40003bc5","Data Label","u8_speed_kph",""
"LEA_perf_struct_C_word0","40003bc6","Data Label","u16_rspeed_rpm",""
"LEA_perf_struct_C_word1","40003bc8","Data Label","ushort",""
"LEA_perf_struct_C_dword","40003bcc","Data Label","u32_time_5ms",""
"LEA_perf_struct_A_b_byte0","40003bd0","Data Label","uchar",""
"LEA_perf_struct_A_b_byte1","40003bd1","Data Label","u8_speed_kph",""
"LEA_perf_struct_A_b_word0","40003bd2","Data Label","u16_rspeed_rpm",""
"LEA_perf_struct_A_b_word1","40003bd4","Data Label","ushort",""
"LEA_perf_struct_A_b_dword","40003bd8","Data Label","u32_time_5ms",""
"LEA_perf_struct_B_b_byte0","40003bdc","Data Label","uchar",""
"LEA_perf_struct_B_b_byte1","40003bdd","Data Label","u8_speed_kph",""
"LEA_perf_struct_B_b_word0","40003bde","Data Label","u16_rspeed_rpm",""
"LEA_perf_struct_B_b_word1","40003be0","Data Label","ushort",""
"LEA_perf_struct_B_b_dword","40003be4","Data Label","u32_time_5ms",""
"LEA_perf_struct_C_b_byte0","40003be8","Data Label","uchar",""
"LEA_perf_struct_C_b_byte1","40003be9","Data Label","u8_speed_kph",""
"LEA_perf_struct_C_b_word0","40003bea","Data Label","u16_rspeed_rpm",""
"LEA_perf_struct_C_b_word1","40003bec","Data Label","ushort",""
"LEA_perf_struct_C_b_dword","40003bf0","Data Label","u32_time_5ms",""
"lea_cal_version_stamp","40004242","Data Label","undefined2",""
"lea_base_size","40004244","Data Label","undefined4",""
"LEA_crc_core","40004248","Data Label","uint16_t",""
"LEA_obd_iumpr_denominator","4000424c","Data Label","uint16_t[19]",""
"LEA_obd_iumpr_numerator","40004272","Data Label","uint16_t[19]",""
"LEA_obd_iumpr_ignition_cycle_counter","40004298","Data Label","uint16_t",""
"LEA_obd_iumpr_conditions_encountered_counter","4000429a","Data Label","uint16_t",""
"LEA_obd_monitor_01","4000429c","Data Label","ushort[10]",""
"LEA_obd_monitor_02","400042b0","Data Label","ushort[10]",""
"LEA_obd_monitor_03","400042c4","Data Label","ushort[10]",""
"LEA_obd_monitor_04","400042d8","Data Label","ushort[10]",""
"LEA_obd_monitor_flag_A","400042ec","Data Label","ushort",""
"LEA_obd_monitor_flag_B","400042ee","Data Label","u16_flow_mg/s",""
"LEA_obd_monitor_flag_C","400042f0","Data Label","ushort",""
"LEA_obd_monitor_flag_D","400042f2","Data Label","u16_flow_mg/s",""
"LEA_obd_monitor_flag_E","400042f4","Data Label","ushort",""
"LEA_obd_monitor_flag_F","400042f6","Data Label","u16_flow_mg/s",""
"LEA_obd_monitor_flag_G","400042f8","Data Label","ushort",""
"LEA_obd_monitor_flag_H","400042fa","Data Label","ushort",""
"LEA_obd_monitor_05","400042fc","Data Label","ushort[10]",""
"LEA_obd_monitor_06","40004310","Data Label","ushort[10]",""
"LEA_obd_monitor_07","40004324","Data Label","ushort[10]",""
"LEA_obd_monitor_08","40004338","Data Label","ushort[10]",""
"LEA_obd_monitor_09","4000434c","Data Label","ushort[10]",""
"LEA_obd_monitor_10","40004360","Data Label","ushort[10]",""
"LEA_obd_monitor_11","40004374","Data Label","ushort[10]",""
"LEA_obd_monitor_12","40004388","Data Label","ushort[10]",""
"LEA_obd_monitor_13","4000439c","Data Label","ushort[10]",""
"LEA_obd_monitor_14","400043b0","Data Label","ushort[10]",""
"LEA_obd_monitor_sentinel","400043c4","Data Label","uchar",""
"LEA_cod_changed","400043d2","Data Label","bool","Learned value: cod changed. A value the ECU learns over time -- log it to track adaptation and spot a developing fault."
"LEA_cat_o2_accum_b1_precat_X_flow","400043d3","Data Label","u8_mass_g[8]",""
"LEA_cat_o2_accum_b1_precat","400043db","Data Label","uint8_t[8]",""
"LEA_cat_o2_accum_b2_precat_X_flow","400043e3","Data Label","u8_mass_g[8]",""
"LEA_cat_o2_accum_b2_precat","400043eb","Data Label","uint8_t[8]",""
"LEA_cat_o2_accum_b1_postcat_X_flow","400043f3","Data Label","u8_mass_g[8]",""
"LEA_cat_o2_accum_b1_postcat","400043fb","Data Label","uint8_t[8]",""
"LEA_cat_o2_accum_b2_postcat_X_flow","40004403","Data Label","u8_mass_g[8]",""
"LEA_cat_o2_accum_b2_postcat","4000440b","Data Label","uint8_t[8]",""
"obd_ii_DTC_causing_FF","40004416","Data Label","undefined2",""
"obd_FF_fuel_system_status","4000441a","Data Label","undefined2",""
"obd_FF_calc_engine_load","4000441c","Data Label","undefined1",""
"obd_FF_engine_coolant_temp_C","4000441d","Data Label","undefined1",""
"obd_FF_stft_bank1","4000441e","Data Label","undefined1",""
"obd_FF_ltft_bank1","4000441f","Data Label","undefined1",""
"obd_FF_stft_bank2","40004420","Data Label","undefined1",""
"obd_FF_ltft_bank2","40004421","Data Label","undefined1",""
"obd_FF_engine_speed","40004422","Data Label","undefined2",""
"obd_FF_car_speed","40004424","Data Label","undefined1",""
"obd_FF_ign_advance","40004425","Data Label","undefined1",""
"obd_FF_iat","40004426","Data Label","undefined1",""
"obd_FF_maf_flow_1","40004428","Data Label","undefined2",""
"obd_FF_tps_x4","4000442a","Data Label","undefined1",""
"obd_FF_runtime_since_start","4000442c","Data Label","undefined2",""
"obd_ff_commanded_evap_purge","4000442e","Data Label","undefined1",""
"obd_FF_fuel_level","4000442f","Data Label","undefined1",""
"obd_FF_atmo_pressure","40004430","Data Label","undefined1",""
"obd_FF_ecu_voltage","40004432","Data Label","undefined2",""
"obd_FF_load_abs_percentage","40004434","Data Label","undefined2",""
"obd_FF_afr_commanded","40004436","Data Label","undefined2",""
"obd_FF_tps_relative","40004438","Data Label","undefined1",""
"obd_FF_tps_pos_b","40004439","Data Label","undefined1",""
"obd_FF_pps_d","4000443a","Data Label","undefined1",""
"obd_FF_pps_e","4000443b","Data Label","undefined1",""
"obd_FF_throttle_target_pos","4000443c","Data Label","undefined1",""
"obd_engine_tests_completeness","4000446d","Data Label","undefined1",""
"obd_ii_car_speed_freeze_frame","40004470","Data Label","undefined2",""
"obd_ii_maf_flow_freeze_frame","40004472","Data Label","undefined2",""
"obd_ii_car_speed_FF_???","40004490","Data Label","undefined1",""
"obd_ii_distance_traveled_with_MIL","40004494","Data Label","undefined4",""
"warmups_since_code_cleared","40004498","Data Label","undefined1",""
